Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:28] Train Step 0900/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6881.02, Accuracy = 0.52, Loss = 1.587
GENERATED SENTENCE at step 900 ------- % and said, and the streat was and said, and the s

[2019-11-29 23:28] Train Step 0905/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6802.21, Accuracy = 0.53, Loss = 1.531
[2019-11-29 23:28] Train Step 0910/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6827.29, Accuracy = 0.54, Loss = 1.495
[2019-11-29 23:28] Train Step 0915/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6858.69, Accuracy = 0.57, Loss = 1.471
[2019-11-29 23:28] Train Step 0920/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6796.52, Accuracy = 0.53, Loss = 1.520
[2019-11-29 23:28] Train Step 0925/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6773.71, Accuracy = 0.54, Loss = 1.543
[2019-11-29 23:28] Train Step 0930/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6786.21, Accuracy = 0.54, Loss = 1.521
[2019-11-29 23:28] Train Step 0935/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6750.04, Accuracy = 0.56, Loss = 1.490
[2019-11-29 23:28] Train Step 0940/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6810.32, Accuracy = 0.54, Loss = 1.549
[2019-11-29 23:28] Train Step 0945/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6775.76, Accuracy = 0.54, Loss = 1.528
[2019-11-29 23:28] Train Step 0950/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6835.64, Accuracy = 0.53, Loss = 1.558
[2019-11-29 23:28] Train Step 0955/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6832.33, Accuracy = 0.55, Loss = 1.513
[2019-11-29 23:28] Train Step 0960/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6884.90, Accuracy = 0.54, Loss = 1.522
[2019-11-29 23:28] Train Step 0965/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6846.97, Accuracy = 0.53, Loss = 1.522
[2019-11-29 23:28] Train Step 0970/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6803.59, Accuracy = 0.55, Loss = 1.476
[2019-11-29 23:28] Train Step 0975/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6798.42, Accuracy = 0.54, Loss = 1.482
[2019-11-29 23:28] Train Step 0980/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6753.77, Accuracy = 0.53, Loss = 1.553
[2019-11-29 23:28] Train Step 0985/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6822.61, Accuracy = 0.52, Loss = 1.575
[2019-11-29 23:28] Train Step 0990/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6791.36, Accuracy = 0.53, Loss = 1.527
[2019-11-29 23:28] Train Step 0995/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6853.61, Accuracy = 0.57, Loss = 1.423
[2019-11-29 23:28] Train Step 1000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6879.26, Accuracy = 0.55, Loss = 1.494
GENERATED SENTENCE at step 1000 ------- 3 and the water, and the was a son was to the shou

[2019-11-29 23:28] Train Step 1005/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6755.81, Accuracy = 0.54, Loss = 1.491
[2019-11-29 23:28] Train Step 1010/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6747.15, Accuracy = 0.57, Loss = 1.449
[2019-11-29 23:28] Train Step 1015/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6749.87, Accuracy = 0.54, Loss = 1.518
[2019-11-29 23:28] Train Step 1020/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6753.09, Accuracy = 0.54, Loss = 1.552
[2019-11-29 23:28] Train Step 1025/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6808.42, Accuracy = 0.54, Loss = 1.512
[2019-11-29 23:28] Train Step 1030/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6852.21, Accuracy = 0.53, Loss = 1.547
[2019-11-29 23:28] Train Step 1035/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6863.43, Accuracy = 0.57, Loss = 1.394
[2019-11-29 23:28] Train Step 1040/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6422.05, Accuracy = 0.54, Loss = 1.541
[2019-11-29 23:28] Train Step 1045/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6855.01, Accuracy = 0.55, Loss = 1.460
[2019-11-29 23:28] Train Step 1050/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6863.25, Accuracy = 0.55, Loss = 1.522
[2019-11-29 23:28] Train Step 1055/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6751.90, Accuracy = 0.55, Loss = 1.506
[2019-11-29 23:28] Train Step 1060/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6820.18, Accuracy = 0.54, Loss = 1.514
[2019-11-29 23:28] Train Step 1065/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6813.77, Accuracy = 0.54, Loss = 1.525
[2019-11-29 23:28] Train Step 1070/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6807.90, Accuracy = 0.55, Loss = 1.493
[2019-11-29 23:28] Train Step 1075/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6825.90, Accuracy = 0.57, Loss = 1.427
[2019-11-29 23:28] Train Step 1080/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6806.17, Accuracy = 0.55, Loss = 1.478
[2019-11-29 23:28] Train Step 1085/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6873.80, Accuracy = 0.54, Loss = 1.539
[2019-11-29 23:28] Train Step 1090/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6826.42, Accuracy = 0.56, Loss = 1.473
[2019-11-29 23:28] Train Step 1095/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6901.19, Accuracy = 0.55, Loss = 1.486
[2019-11-29 23:28] Train Step 1100/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6853.61, Accuracy = 0.54, Loss = 1.492
GENERATED SENTENCE at step 1100 ------- ved the stree to the stree to the stree to the str

[2019-11-29 23:28] Train Step 1105/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6798.76, Accuracy = 0.55, Loss = 1.510
[2019-11-29 23:28] Train Step 1110/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6785.01, Accuracy = 0.55, Loss = 1.488
[2019-11-29 23:28] Train Step 1115/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6857.99, Accuracy = 0.55, Loss = 1.463
[2019-11-29 23:28] Train Step 1120/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6817.75, Accuracy = 0.55, Loss = 1.507
[2019-11-29 23:28] Train Step 1125/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6823.99, Accuracy = 0.57, Loss = 1.454
[2019-11-29 23:28] Train Step 1130/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6900.48, Accuracy = 0.55, Loss = 1.468
[2019-11-29 23:28] Train Step 1135/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6871.51, Accuracy = 0.58, Loss = 1.435
[2019-11-29 23:28] Train Step 1140/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6847.49, Accuracy = 0.57, Loss = 1.414
[2019-11-29 23:28] Train Step 1145/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6788.79, Accuracy = 0.55, Loss = 1.458
[2019-11-29 23:28] Train Step 1150/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6668.21, Accuracy = 0.55, Loss = 1.516
[2019-11-29 23:28] Train Step 1155/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6734.96, Accuracy = 0.54, Loss = 1.489
[2019-11-29 23:28] Train Step 1160/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6767.39, Accuracy = 0.58, Loss = 1.398
[2019-11-29 23:28] Train Step 1165/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6818.27, Accuracy = 0.56, Loss = 1.448
[2019-11-29 23:28] Train Step 1170/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6874.50, Accuracy = 0.56, Loss = 1.473
[2019-11-29 23:28] Train Step 1175/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6882.25, Accuracy = 0.53, Loss = 1.526
[2019-11-29 23:28] Train Step 1180/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6808.24, Accuracy = 0.56, Loss = 1.443
[2019-11-29 23:28] Train Step 1185/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6857.29, Accuracy = 0.56, Loss = 1.470
[2019-11-29 23:28] Train Step 1190/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6772.52, Accuracy = 0.55, Loss = 1.486
[2019-11-29 23:28] Train Step 1195/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6805.83, Accuracy = 0.55, Loss = 1.473
[2019-11-29 23:28] Train Step 1200/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6792.05, Accuracy = 0.55, Loss = 1.484
GENERATED SENTENCE at step 1200 ------- . the man said the man said: the morning the strea

[2019-11-29 23:28] Train Step 1205/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6765.01, Accuracy = 0.56, Loss = 1.454
[2019-11-29 23:28] Train Step 1210/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6758.02, Accuracy = 0.56, Loss = 1.453
[2019-11-29 23:28] Train Step 1215/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6821.91, Accuracy = 0.56, Loss = 1.405
[2019-11-29 23:28] Train Step 1220/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6815.68, Accuracy = 0.59, Loss = 1.362
[2019-11-29 23:28] Train Step 1225/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6872.92, Accuracy = 0.55, Loss = 1.503
[2019-11-29 23:28] Train Step 1230/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6862.72, Accuracy = 0.57, Loss = 1.409
[2019-11-29 23:28] Train Step 1235/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6879.08, Accuracy = 0.54, Loss = 1.516
[2019-11-29 23:28] Train Step 1240/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6829.20, Accuracy = 0.55, Loss = 1.490
[2019-11-29 23:28] Train Step 1245/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6750.55, Accuracy = 0.56, Loss = 1.502
[2019-11-29 23:28] Train Step 1250/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6782.10, Accuracy = 0.56, Loss = 1.428
[2019-11-29 23:28] Train Step 1255/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6770.81, Accuracy = 0.55, Loss = 1.495
[2019-11-29 23:28] Train Step 1260/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6788.79, Accuracy = 0.58, Loss = 1.405
[2019-11-29 23:28] Train Step 1265/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 4854.69, Accuracy = 0.58, Loss = 1.380
[2019-11-29 23:28] Train Step 1270/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6878.20, Accuracy = 0.53, Loss = 1.507
[2019-11-29 23:28] Train Step 1275/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6892.15, Accuracy = 0.56, Loss = 1.424
[2019-11-29 23:28] Train Step 1280/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6787.07, Accuracy = 0.57, Loss = 1.435
[2019-11-29 23:28] Train Step 1285/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6792.22, Accuracy = 0.57, Loss = 1.407
[2019-11-29 23:28] Train Step 1290/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6761.60, Accuracy = 0.58, Loss = 1.396
[2019-11-29 23:28] Train Step 1295/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6821.57, Accuracy = 0.57, Loss = 1.439
[2019-11-29 23:28] Train Step 1300/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6820.70, Accuracy = 0.56, Loss = 1.472
GENERATED SENTENCE at step 1300 ------- x and the sent to the work of the water and said, 

[2019-11-29 23:28] Train Step 1305/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6781.07, Accuracy = 0.58, Loss = 1.359
[2019-11-29 23:28] Train Step 1310/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6759.38, Accuracy = 0.57, Loss = 1.451
[2019-11-29 23:28] Train Step 1315/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6804.45, Accuracy = 0.57, Loss = 1.415
[2019-11-29 23:28] Train Step 1320/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6760.07, Accuracy = 0.58, Loss = 1.406
[2019-11-29 23:28] Train Step 1325/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6802.21, Accuracy = 0.55, Loss = 1.505
[2019-11-29 23:28] Train Step 1330/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6820.18, Accuracy = 0.56, Loss = 1.437
[2019-11-29 23:28] Train Step 1335/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6815.68, Accuracy = 0.58, Loss = 1.408
[2019-11-29 23:28] Train Step 1340/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6866.94, Accuracy = 0.57, Loss = 1.393
[2019-11-29 23:28] Train Step 1345/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6829.03, Accuracy = 0.58, Loss = 1.358
[2019-11-29 23:28] Train Step 1350/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6881.55, Accuracy = 0.58, Loss = 1.409
[2019-11-29 23:28] Train Step 1355/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6808.59, Accuracy = 0.56, Loss = 1.458
[2019-11-29 23:28] Train Step 1360/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6769.27, Accuracy = 0.56, Loss = 1.427
[2019-11-29 23:28] Train Step 1365/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6757.51, Accuracy = 0.57, Loss = 1.421
[2019-11-29 23:28] Train Step 1370/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6825.90, Accuracy = 0.56, Loss = 1.497
[2019-11-29 23:28] Train Step 1375/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6840.17, Accuracy = 0.57, Loss = 1.420
[2019-11-29 23:28] Train Step 1380/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6776.45, Accuracy = 0.57, Loss = 1.434
[2019-11-29 23:28] Train Step 1385/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6849.77, Accuracy = 0.58, Loss = 1.383
[2019-11-29 23:28] Train Step 1390/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6858.17, Accuracy = 0.59, Loss = 1.357
[2019-11-29 23:28] Train Step 1395/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6873.97, Accuracy = 0.57, Loss = 1.372
[2019-11-29 23:28] Train Step 1400/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6822.43, Accuracy = 0.56, Loss = 1.424
GENERATED SENTENCE at step 1400 ------- o the strength to the world, and the strength to t

[2019-11-29 23:28] Train Step 1405/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6952.31, Accuracy = 0.56, Loss = 1.452
[2019-11-29 23:28] Train Step 1410/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6937.93, Accuracy = 0.57, Loss = 1.404
[2019-11-29 23:28] Train Step 1415/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7012.97, Accuracy = 0.55, Loss = 1.463
[2019-11-29 23:28] Train Step 1420/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6973.26, Accuracy = 0.57, Loss = 1.418
[2019-11-29 23:28] Train Step 1425/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6991.42, Accuracy = 0.56, Loss = 1.419
[2019-11-29 23:28] Train Step 1430/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7004.00, Accuracy = 0.56, Loss = 1.448
[2019-11-29 23:28] Train Step 1435/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7002.72, Accuracy = 0.58, Loss = 1.419
[2019-11-29 23:28] Train Step 1440/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6978.51, Accuracy = 0.58, Loss = 1.358
[2019-11-29 23:28] Train Step 1445/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6851.51, Accuracy = 0.57, Loss = 1.399
[2019-11-29 23:28] Train Step 1450/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6964.21, Accuracy = 0.58, Loss = 1.388
[2019-11-29 23:28] Train Step 1455/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6955.91, Accuracy = 0.57, Loss = 1.409
[2019-11-29 23:28] Train Step 1460/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6999.99, Accuracy = 0.55, Loss = 1.474
[2019-11-29 23:28] Train Step 1465/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7020.86, Accuracy = 0.58, Loss = 1.380
[2019-11-29 23:28] Train Step 1470/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6927.37, Accuracy = 0.56, Loss = 1.458
[2019-11-29 23:28] Train Step 1475/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7008.58, Accuracy = 0.57, Loss = 1.379
[2019-11-29 23:28] Train Step 1480/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6996.70, Accuracy = 0.57, Loss = 1.380
[2019-11-29 23:28] Train Step 1485/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7062.60, Accuracy = 0.59, Loss = 1.372
[2019-11-29 23:28] Train Step 1490/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7026.37, Accuracy = 0.57, Loss = 1.413
[2019-11-29 23:28] Train Step 1495/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7048.14, Accuracy = 0.57, Loss = 1.387
[2019-11-29 23:28] Train Step 1500/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7014.62, Accuracy = 0.57, Loss = 1.430
GENERATED SENTENCE at step 1500 ------- ant to the beard to the beard to the beard to the 

[2019-11-29 23:28] Train Step 1505/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6744.10, Accuracy = 0.56, Loss = 1.423
[2019-11-29 23:28] Train Step 1510/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6815.16, Accuracy = 0.59, Loss = 1.326
[2019-11-29 23:28] Train Step 1515/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6842.26, Accuracy = 0.58, Loss = 1.364
[2019-11-29 23:28] Train Step 1520/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6822.26, Accuracy = 0.54, Loss = 1.471
[2019-11-29 23:28] Train Step 1525/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6859.57, Accuracy = 0.56, Loss = 1.386
[2019-11-29 23:28] Train Step 1530/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6813.26, Accuracy = 0.57, Loss = 1.377
[2019-11-29 23:28] Train Step 1535/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6812.91, Accuracy = 0.58, Loss = 1.417
[2019-11-29 23:28] Train Step 1540/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6759.21, Accuracy = 0.59, Loss = 1.372
[2019-11-29 23:28] Train Step 1545/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6790.51, Accuracy = 0.58, Loss = 1.344
[2019-11-29 23:28] Train Step 1550/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6807.21, Accuracy = 0.58, Loss = 1.360
[2019-11-29 23:28] Train Step 1555/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6814.29, Accuracy = 0.57, Loss = 1.386
[2019-11-29 23:28] Train Step 1560/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6890.20, Accuracy = 0.58, Loss = 1.381
[2019-11-29 23:28] Train Step 1565/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6869.05, Accuracy = 0.57, Loss = 1.398
[2019-11-29 23:28] Train Step 1570/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6872.39, Accuracy = 0.56, Loss = 1.400
[2019-11-29 23:28] Train Step 1575/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6851.51, Accuracy = 0.57, Loss = 1.379
[2019-11-29 23:28] Train Step 1580/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6770.12, Accuracy = 0.58, Loss = 1.382
[2019-11-29 23:28] Train Step 1585/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6820.53, Accuracy = 0.58, Loss = 1.363
[2019-11-29 23:28] Train Step 1590/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6811.01, Accuracy = 0.60, Loss = 1.305
[2019-11-29 23:28] Train Step 1595/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 2225.61, Accuracy = 0.59, Loss = 1.368
[2019-11-29 23:28] Train Step 1600/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6793.77, Accuracy = 0.59, Loss = 1.350
GENERATED SENTENCE at step 1600 ------- g the straw that the window what he was so he was 

[2019-11-29 23:28] Train Step 1605/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6571.41, Accuracy = 0.59, Loss = 1.344
[2019-11-29 23:28] Train Step 1610/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6510.21, Accuracy = 0.56, Loss = 1.390
[2019-11-29 23:28] Train Step 1615/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6718.61, Accuracy = 0.57, Loss = 1.426
[2019-11-29 23:28] Train Step 1620/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6778.16, Accuracy = 0.60, Loss = 1.322
[2019-11-29 23:28] Train Step 1625/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6812.91, Accuracy = 0.61, Loss = 1.303
[2019-11-29 23:28] Train Step 1630/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6849.42, Accuracy = 0.60, Loss = 1.311
[2019-11-29 23:28] Train Step 1635/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6867.64, Accuracy = 0.59, Loss = 1.360
[2019-11-29 23:28] Train Step 1640/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6881.37, Accuracy = 0.57, Loss = 1.382
[2019-11-29 23:28] Train Step 1645/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6830.24, Accuracy = 0.58, Loss = 1.395
[2019-11-29 23:28] Train Step 1650/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6844.53, Accuracy = 0.59, Loss = 1.293
[2019-11-29 23:28] Train Step 1655/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6763.47, Accuracy = 0.56, Loss = 1.431
[2019-11-29 23:28] Train Step 1660/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6815.33, Accuracy = 0.57, Loss = 1.400
[2019-11-29 23:28] Train Step 1665/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6807.73, Accuracy = 0.58, Loss = 1.380
[2019-11-29 23:28] Train Step 1670/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6808.42, Accuracy = 0.58, Loss = 1.369
[2019-11-29 23:28] Train Step 1675/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6784.67, Accuracy = 0.59, Loss = 1.339
[2019-11-29 23:28] Train Step 1680/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6797.56, Accuracy = 0.57, Loss = 1.395
[2019-11-29 23:28] Train Step 1685/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6862.02, Accuracy = 0.56, Loss = 1.412
[2019-11-29 23:28] Train Step 1690/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6829.55, Accuracy = 0.58, Loss = 1.365
[2019-11-29 23:28] Train Step 1695/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6859.39, Accuracy = 0.57, Loss = 1.442
[2019-11-29 23:28] Train Step 1700/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6778.84, Accuracy = 0.57, Loss = 1.372
GENERATED SENTENCE at step 1700 ------- d where the stood stood and said: i will go have h

[2019-11-29 23:28] Train Step 1705/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6798.07, Accuracy = 0.58, Loss = 1.327
[2019-11-29 23:28] Train Step 1710/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6828.68, Accuracy = 0.60, Loss = 1.335
[2019-11-29 23:28] Train Step 1715/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6764.15, Accuracy = 0.57, Loss = 1.391
[2019-11-29 23:28] Train Step 1720/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6723.32, Accuracy = 0.57, Loss = 1.364
[2019-11-29 23:28] Train Step 1725/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6803.93, Accuracy = 0.60, Loss = 1.290
[2019-11-29 23:28] Train Step 1730/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6825.21, Accuracy = 0.58, Loss = 1.358
[2019-11-29 23:28] Train Step 1735/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6856.06, Accuracy = 0.59, Loss = 1.344
[2019-11-29 23:28] Train Step 1740/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6843.48, Accuracy = 0.57, Loss = 1.366
[2019-11-29 23:28] Train Step 1745/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6834.42, Accuracy = 0.59, Loss = 1.332
[2019-11-29 23:28] Train Step 1750/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6818.97, Accuracy = 0.58, Loss = 1.365
[2019-11-29 23:28] Train Step 1755/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6771.66, Accuracy = 0.60, Loss = 1.303
[2019-11-29 23:28] Train Step 1760/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6828.33, Accuracy = 0.58, Loss = 1.375
