dnn_hidden_units : 100
learning_rate : 0.002
max_steps : 1500
batch_size : 200
eval_freq : 1
data_dir : ./cifar10/cifar-10-batches-py
neg_slope : 0.02
plot : 1
n_inputs 3072, n_classes 10
[DEBUG] start training
iter 0, avg loss train 2.3026090892140365, test loss 2.302488196494763, train acc 0.065, test acc 0.1601
iter 1113, avg loss train 1.6063605658760045, test loss 1.6700905098297334, train acc 0.47, test acc 0.4344
iter 1114, avg loss train 1.6064032515259112, test loss 1.5579250614452764, train acc 0.44, test acc 0.4597
iter 1115, avg loss train 1.6062307654784722, test loss 1.5887302971833308, train acc 0.495, test acc 0.4447
iter 1116, avg loss train 1.606273123784014, test loss 1.5483656058454667, train acc 0.445, test acc 0.4612
iter 1117, avg loss train 1.6061590616334793, test loss 1.5407447622637405, train acc 0.485, test acc 0.4586
iter 1118, avg loss train 1.6060023535113206, test loss 1.5129105612160783, train acc 0.485, test acc 0.4722
iter 1119, avg loss train 1.6059006227157182, test loss 1.6334058990418836, train acc 0.5, test acc 0.4248
iter 1120, avg loss train 1.605870006591327, test loss 1.6158249625687184, train acc 0.445, test acc 0.4409
iter 1121, avg loss train 1.605670226447491, test loss 1.600749185048405, train acc 0.535, test acc 0.4439
iter 1122, avg loss train 1.6056075013511544, test loss 1.56700399671888, train acc 0.465, test acc 0.4553
iter 1123, avg loss train 1.605473269065504, test loss 1.5172399695884475, train acc 0.51, test acc 0.4668
iter 1124, avg loss train 1.605257351791855, test loss 1.5081959362210973, train acc 0.545, test acc 0.4818
iter 1125, avg loss train 1.605084194578084, test loss 1.4944264901203235, train acc 0.495, test acc 0.4786
iter 1126, avg loss train 1.6049780680245236, test loss 1.5677701548735974, train acc 0.47, test acc 0.4538
iter 1127, avg loss train 1.6050431172441568, test loss 1.7309633537288762, train acc 0.41, test acc 0.4213
iter 1128, avg loss train 1.6050020190641774, test loss 1.668646036532743, train acc 0.455, test acc 0.4249
iter 1129, avg loss train 1.6049955891020542, test loss 1.6405146206822085, train acc 0.47, test acc 0.433
iter 1130, avg loss train 1.605036916822094, test loss 1.5657081281215808, train acc 0.4, test acc 0.4507
iter 1131, avg loss train 1.6048655141147907, test loss 1.5090694243980332, train acc 0.46, test acc 0.4702
iter 1132, avg loss train 1.6046682292164125, test loss 1.4866908257158804, train acc 0.535, test acc 0.4727
iter 1133, avg loss train 1.604469834827742, test loss 1.5165572953357849, train acc 0.505, test acc 0.4629
iter 1134, avg loss train 1.604196717282498, test loss 1.4964729763399058, train acc 0.515, test acc 0.4694
iter 1135, avg loss train 1.6041207249664895, test loss 1.5107668544976742, train acc 0.465, test acc 0.4695
iter 1136, avg loss train 1.6039348552610702, test loss 1.5747573093831804, train acc 0.49, test acc 0.4532
iter 1137, avg loss train 1.603942855476702, test loss 1.5357266297351795, train acc 0.44, test acc 0.4613
iter 1138, avg loss train 1.6038250123641786, test loss 1.520660206810684, train acc 0.48, test acc 0.4682
iter 1139, avg loss train 1.6037175710989966, test loss 1.613424874380408, train acc 0.475, test acc 0.4354
iter 1140, avg loss train 1.6036372372895404, test loss 1.5239339896604849, train acc 0.5, test acc 0.4677
iter 1141, avg loss train 1.603415034394652, test loss 1.4935862365915535, train acc 0.535, test acc 0.4699
iter 1142, avg loss train 1.6031513429167998, test loss 1.5226428130108507, train acc 0.615, test acc 0.4592
iter 1143, avg loss train 1.6030637502532346, test loss 1.5845297695707956, train acc 0.47, test acc 0.4466
iter 1144, avg loss train 1.6029160009287065, test loss 1.573913027869248, train acc 0.505, test acc 0.4517
iter 1145, avg loss train 1.6026977743827404, test loss 1.531248181714482, train acc 0.555, test acc 0.4644
iter 1146, avg loss train 1.6024598271761101, test loss 1.556593403984138, train acc 0.525, test acc 0.4597
iter 1147, avg loss train 1.6022207716851933, test loss 1.5295970960312204, train acc 0.56, test acc 0.4722
iter 1148, avg loss train 1.6021091351194374, test loss 1.5558808910219697, train acc 0.495, test acc 0.4564
iter 1149, avg loss train 1.6019583169889242, test loss 1.515241490650573, train acc 0.505, test acc 0.4727
iter 1150, avg loss train 1.6017929155431951, test loss 1.5982254370107423, train acc 0.475, test acc 0.4457
iter 1151, avg loss train 1.6017550104656213, test loss 1.5739711319537353, train acc 0.44, test acc 0.4473
iter 1152, avg loss train 1.6017010119537851, test loss 1.6160803995171507, train acc 0.46, test acc 0.4325
iter 1153, avg loss train 1.6016162887943186, test loss 1.5113782012243884, train acc 0.47, test acc 0.4668
iter 1154, avg loss train 1.6014788974592415, test loss 1.5379155654361536, train acc 0.485, test acc 0.453
iter 1155, avg loss train 1.601338115153556, test loss 1.483341750692786, train acc 0.52, test acc 0.4749
iter 1156, avg loss train 1.601211382105393, test loss 1.5621500719055446, train acc 0.52, test acc 0.4523
iter 1157, avg loss train 1.6011741095864818, test loss 1.541358487737135, train acc 0.475, test acc 0.4519
iter 1158, avg loss train 1.6011209204023866, test loss 1.7068783391382174, train acc 0.475, test acc 0.4226
iter 1159, avg loss train 1.601165762109208, test loss 1.7716779969981737, train acc 0.435, test acc 0.4071
iter 1160, avg loss train 1.6012232643695843, test loss 1.5808133993991904, train acc 0.49, test acc 0.4501
iter 1161, avg loss train 1.601039421716058, test loss 1.6314923628832918, train acc 0.525, test acc 0.4358
iter 1162, avg loss train 1.6009813906076424, test loss 1.6517324503117898, train acc 0.49, test acc 0.4404
iter 1163, avg loss train 1.6009261148457903, test loss 1.56198370346057, train acc 0.485, test acc 0.4632
iter 1164, avg loss train 1.6008376557654214, test loss 1.6102451413877783, train acc 0.47, test acc 0.4532
iter 1165, avg loss train 1.6008040804999635, test loss 1.6198744322561698, train acc 0.485, test acc 0.4489
iter 1166, avg loss train 1.600712662794389, test loss 1.4760657405572064, train acc 0.5, test acc 0.4872
iter 1167, avg loss train 1.6005469326391009, test loss 1.5013558344439641, train acc 0.53, test acc 0.4775
iter 1168, avg loss train 1.600450043759886, test loss 1.4728138082789883, train acc 0.475, test acc 0.4819
iter 1169, avg loss train 1.6001751476062747, test loss 1.5153685361801628, train acc 0.565, test acc 0.4651
iter 1170, avg loss train 1.5999485065920365, test loss 1.4916506351996546, train acc 0.51, test acc 0.478
iter 1171, avg loss train 1.5996901112701316, test loss 1.4600804038138688, train acc 0.56, test acc 0.4849
iter 1172, avg loss train 1.5994680687175562, test loss 1.488043395476841, train acc 0.55, test acc 0.4828
iter 1173, avg loss train 1.5994029825053229, test loss 1.5033003560050728, train acc 0.48, test acc 0.4768
iter 1174, avg loss train 1.5992346080986277, test loss 1.5190775916974903, train acc 0.525, test acc 0.4664
iter 1175, avg loss train 1.5991655409907806, test loss 1.550703998535507, train acc 0.52, test acc 0.4599
iter 1176, avg loss train 1.5990481503986227, test loss 1.536743619880288, train acc 0.485, test acc 0.4672
iter 1177, avg loss train 1.5990356073524024, test loss 1.545585827408704, train acc 0.45, test acc 0.4648
iter 1178, avg loss train 1.598909942745683, test loss 1.5265046024758604, train acc 0.515, test acc 0.4618
iter 1179, avg loss train 1.5987293791952786, test loss 1.5549078471246598, train acc 0.51, test acc 0.4657
iter 1180, avg loss train 1.598551541936478, test loss 1.5987996034399647, train acc 0.53, test acc 0.4389
iter 1181, avg loss train 1.5985771193714775, test loss 1.5582885885682427, train acc 0.395, test acc 0.462
iter 1182, avg loss train 1.5983914422872794, test loss 1.5087519753647807, train acc 0.515, test acc 0.466
iter 1183, avg loss train 1.5982358395265441, test loss 1.533968339820939, train acc 0.53, test acc 0.4546
iter 1184, avg loss train 1.598041498249451, test loss 1.5429489445685685, train acc 0.51, test acc 0.4547
iter 1185, avg loss train 1.597845610488722, test loss 1.5408779006193127, train acc 0.505, test acc 0.4585
iter 1186, avg loss train 1.5978017103812443, test loss 1.5679191104115557, train acc 0.48, test acc 0.4561
iter 1187, avg loss train 1.5976816665840983, test loss 1.5315637286249733, train acc 0.51, test acc 0.459
iter 1188, avg loss train 1.5975088671442272, test loss 1.6139456819175904, train acc 0.5, test acc 0.4382
iter 1189, avg loss train 1.5975830444601147, test loss 1.7968796488112297, train acc 0.435, test acc 0.4227
iter 1190, avg loss train 1.5975597992953083, test loss 1.5455259909235577, train acc 0.47, test acc 0.4625
iter 1191, avg loss train 1.5974491159726443, test loss 1.62285032569162, train acc 0.515, test acc 0.4443
iter 1192, avg loss train 1.5976366107308562, test loss 1.5206967302224657, train acc 0.425, test acc 0.462
iter 1193, avg loss train 1.5976417731088774, test loss 1.5463201291311026, train acc 0.46, test acc 0.457
iter 1194, avg loss train 1.5974552721945559, test loss 1.5097242299167124, train acc 0.55, test acc 0.4732
iter 1195, avg loss train 1.5972650584105526, test loss 1.5690751093427835, train acc 0.535, test acc 0.4522
iter 1196, avg loss train 1.5971406892411246, test loss 1.5456852069697304, train acc 0.47, test acc 0.4675
iter 1197, avg loss train 1.5970325047324179, test loss 1.5230187922719198, train acc 0.485, test acc 0.4661
iter 1198, avg loss train 1.596904127716996, test loss 1.5887576660979243, train acc 0.48, test acc 0.4518
iter 1199, avg loss train 1.5970445672830336, test loss 1.529447491117011, train acc 0.415, test acc 0.4627
iter 1200, avg loss train 1.5970818536327376, test loss 1.6694122333670718, train acc 0.47, test acc 0.431
iter 1201, avg loss train 1.59702243123607, test loss 1.5614817443018834, train acc 0.5, test acc 0.4507
iter 1202, avg loss train 1.5969440873851415, test loss 1.5780741198799944, train acc 0.45, test acc 0.4554
iter 1203, avg loss train 1.5969301280723727, test loss 1.607388590831909, train acc 0.425, test acc 0.4414
iter 1204, avg loss train 1.5967676397485635, test loss 1.5436037965616465, train acc 0.49, test acc 0.4567
iter 1205, avg loss train 1.5966243246566378, test loss 1.6926238754028626, train acc 0.555, test acc 0.423
iter 1206, avg loss train 1.5966895753888015, test loss 1.4956336899026068, train acc 0.465, test acc 0.4728
iter 1207, avg loss train 1.596485818020798, test loss 1.600893537080672, train acc 0.535, test acc 0.444
iter 1208, avg loss train 1.5964116967997275, test loss 1.5981981815377566, train acc 0.5, test acc 0.4377
iter 1209, avg loss train 1.596467917918774, test loss 1.5891115149217117, train acc 0.395, test acc 0.4467
iter 1210, avg loss train 1.5964018008745253, test loss 1.533955300733383, train acc 0.45, test acc 0.4622
iter 1211, avg loss train 1.5962996252712984, test loss 1.5289899289568838, train acc 0.49, test acc 0.4697
iter 1212, avg loss train 1.5961655614831318, test loss 1.5823793864543885, train acc 0.51, test acc 0.4515
iter 1213, avg loss train 1.5961700023978345, test loss 1.765348895282146, train acc 0.425, test acc 0.4116
iter 1214, avg loss train 1.5962088165759039, test loss 1.9508917459780715, train acc 0.47, test acc 0.4098
iter 1215, avg loss train 1.5965225867643884, test loss 1.5644475175162933, train acc 0.44, test acc 0.4567
iter 1216, avg loss train 1.5965597112016, test loss 1.5781754578841085, train acc 0.41, test acc 0.4496
iter 1217, avg loss train 1.5964097661551775, test loss 1.534990333570656, train acc 0.5, test acc 0.4659
iter 1218, avg loss train 1.5962625624176425, test loss 1.5872984367138732, train acc 0.5, test acc 0.4324
iter 1219, avg loss train 1.596197950132428, test loss 1.6081921950453033, train acc 0.435, test acc 0.448
iter 1220, avg loss train 1.5960885530425852, test loss 1.5065081638330355, train acc 0.475, test acc 0.4756
iter 1221, avg loss train 1.595880595181775, test loss 1.5405929721675626, train acc 0.565, test acc 0.4599
iter 1222, avg loss train 1.5957715515457376, test loss 1.6145491757043566, train acc 0.49, test acc 0.4407
iter 1223, avg loss train 1.5958282539302644, test loss 1.57454077392846, train acc 0.415, test acc 0.4566
iter 1224, avg loss train 1.5957623574044926, test loss 1.6040896176365271, train acc 0.465, test acc 0.4415
iter 1225, avg loss train 1.5957976515371148, test loss 1.6120967676000895, train acc 0.395, test acc 0.4281
iter 1226, avg loss train 1.595914907729851, test loss 1.659741771130714, train acc 0.39, test acc 0.4289
iter 1227, avg loss train 1.5958354106284076, test loss 1.551047926366237, train acc 0.475, test acc 0.4532
iter 1228, avg loss train 1.595760661666636, test loss 1.6596368191028272, train acc 0.515, test acc 0.4345
iter 1229, avg loss train 1.595897690878379, test loss 1.509459888663033, train acc 0.425, test acc 0.4648
iter 1230, avg loss train 1.5957192049498896, test loss 1.5915963673417288, train acc 0.49, test acc 0.4491
iter 1231, avg loss train 1.595623724662743, test loss 1.508849648236117, train acc 0.465, test acc 0.4648
iter 1232, avg loss train 1.5955029567725256, test loss 1.534348551257898, train acc 0.495, test acc 0.4537
iter 1233, avg loss train 1.59528185100619, test loss 1.5368631227507057, train acc 0.565, test acc 0.4603
iter 1234, avg loss train 1.595288359561479, test loss 1.5123527152575698, train acc 0.47, test acc 0.4628
iter 1235, avg loss train 1.5951851897616962, test loss 1.5805661721963327, train acc 0.5, test acc 0.4401
iter 1236, avg loss train 1.595105058980046, test loss 1.572386623011399, train acc 0.46, test acc 0.4546
iter 1237, avg loss train 1.5951484646923424, test loss 1.5641212967908726, train acc 0.43, test acc 0.4466
iter 1238, avg loss train 1.5951760916395221, test loss 1.5775552327207472, train acc 0.39, test acc 0.4535
iter 1239, avg loss train 1.5951285361396879, test loss 1.5932092814596885, train acc 0.5, test acc 0.4446
iter 1240, avg loss train 1.595006355004038, test loss 1.4983690869542512, train acc 0.475, test acc 0.4709
iter 1241, avg loss train 1.5948048542252455, test loss 1.5090043739672765, train acc 0.515, test acc 0.466
iter 1242, avg loss train 1.5948018856193387, test loss 1.5189499815520355, train acc 0.44, test acc 0.4681
iter 1243, avg loss train 1.5947309524081419, test loss 1.5880246300642622, train acc 0.46, test acc 0.4418
iter 1244, avg loss train 1.5947910761737134, test loss 1.6707518623465971, train acc 0.415, test acc 0.4246
iter 1245, avg loss train 1.5948381411960213, test loss 1.526154003762681, train acc 0.405, test acc 0.4566
iter 1246, avg loss train 1.594661182555766, test loss 1.5459145955415443, train acc 0.515, test acc 0.4656
iter 1247, avg loss train 1.594645381899552, test loss 1.5528159294938435, train acc 0.46, test acc 0.4527
iter 1248, avg loss train 1.5945602458249521, test loss 1.485166522677826, train acc 0.49, test acc 0.4805
iter 1249, avg loss train 1.5945031067893236, test loss 1.5903435181556045, train acc 0.465, test acc 0.4544
iter 1250, avg loss train 1.5944602202193707, test loss 1.6556965223497568, train acc 0.54, test acc 0.4304
iter 1251, avg loss train 1.5942917725184207, test loss 1.5309343728547389, train acc 0.535, test acc 0.4712
iter 1252, avg loss train 1.594269702073891, test loss 1.486015752560371, train acc 0.455, test acc 0.4801
iter 1253, avg loss train 1.5940689757874513, test loss 1.5135230067819616, train acc 0.55, test acc 0.4683
iter 1254, avg loss train 1.5937930111546814, test loss 1.4588593445487887, train acc 0.58, test acc 0.4849
iter 1255, avg loss train 1.593561221163589, test loss 1.5495580280724912, train acc 0.54, test acc 0.4577
iter 1256, avg loss train 1.5932843124285574, test loss 1.5317032537486472, train acc 0.54, test acc 0.4641
iter 1257, avg loss train 1.5931283702339465, test loss 1.6074461104730804, train acc 0.52, test acc 0.4423
iter 1258, avg loss train 1.5931181599120652, test loss 1.5466360453561625, train acc 0.46, test acc 0.4652
iter 1259, avg loss train 1.5930354923486014, test loss 1.797646157168784, train acc 0.475, test acc 0.405
iter 1260, avg loss train 1.59299814590403, test loss 1.8335489618295637, train acc 0.445, test acc 0.4147
iter 1261, avg loss train 1.5930610344008882, test loss 1.5645690602506628, train acc 0.49, test acc 0.4593
iter 1262, avg loss train 1.5929078058054376, test loss 1.5618817019177873, train acc 0.555, test acc 0.4674
iter 1263, avg loss train 1.5927912823100434, test loss 1.5331893613659484, train acc 0.475, test acc 0.4662
iter 1264, avg loss train 1.5926192490095443, test loss 1.5366317183501872, train acc 0.55, test acc 0.4641
iter 1265, avg loss train 1.5924765975033193, test loss 1.523757838416643, train acc 0.505, test acc 0.4729
iter 1266, avg loss train 1.5922786035428749, test loss 1.4938844442996488, train acc 0.52, test acc 0.4735
iter 1267, avg loss train 1.5919485011730632, test loss 1.4944279365577005, train acc 0.6, test acc 0.4757
iter 1268, avg loss train 1.5917626508342244, test loss 1.537118758351217, train acc 0.545, test acc 0.4636
iter 1269, avg loss train 1.5915739368744428, test loss 1.6512513957502, train acc 0.515, test acc 0.4276
iter 1270, avg loss train 1.591657520443268, test loss 1.671491791014234, train acc 0.46, test acc 0.4439
iter 1271, avg loss train 1.5916073895567793, test loss 1.55675980329763, train acc 0.475, test acc 0.4487
iter 1272, avg loss train 1.5914500575008381, test loss 1.5874066765985733, train acc 0.515, test acc 0.449
iter 1273, avg loss train 1.5914451629313482, test loss 1.5444748475055807, train acc 0.445, test acc 0.4605
iter 1274, avg loss train 1.5913480317617446, test loss 1.5149398395510245, train acc 0.485, test acc 0.4745
iter 1275, avg loss train 1.5911447685385391, test loss 1.5421539669452071, train acc 0.54, test acc 0.4722
iter 1276, avg loss train 1.591101776099088, test loss 1.52838259351888, train acc 0.5, test acc 0.4744
iter 1277, avg loss train 1.5909707062073168, test loss 1.580927548942856, train acc 0.49, test acc 0.4525
iter 1278, avg loss train 1.5909004805458258, test loss 1.5627386819509745, train acc 0.47, test acc 0.4654
iter 1279, avg loss train 1.5907711873099732, test loss 1.51484053378823, train acc 0.5, test acc 0.4686
iter 1280, avg loss train 1.5905881084217641, test loss 1.542497168859964, train acc 0.535, test acc 0.4647
iter 1281, avg loss train 1.5904634670219189, test loss 1.6688543409070131, train acc 0.535, test acc 0.4475
iter 1282, avg loss train 1.590424733185735, test loss 1.5363543562312185, train acc 0.45, test acc 0.4673
iter 1283, avg loss train 1.5902399192412204, test loss 1.5068023720773576, train acc 0.53, test acc 0.476
iter 1284, avg loss train 1.5900376088624029, test loss 1.4855351195297406, train acc 0.54, test acc 0.4804
iter 1285, avg loss train 1.5898426391732712, test loss 1.556402734791899, train acc 0.535, test acc 0.4624
iter 1286, avg loss train 1.5896332941620461, test loss 1.5126843412792002, train acc 0.525, test acc 0.4742
iter 1287, avg loss train 1.5895050609914387, test loss 1.6004779168714744, train acc 0.51, test acc 0.4588
iter 1288, avg loss train 1.5895045092799145, test loss 1.658093525189945, train acc 0.465, test acc 0.4437
iter 1289, avg loss train 1.5894435735849006, test loss 1.698619359247527, train acc 0.5, test acc 0.4075
iter 1290, avg loss train 1.5893705214073068, test loss 1.5482138130541356, train acc 0.5, test acc 0.4645
iter 1291, avg loss train 1.589191353205105, test loss 1.5562378741068414, train acc 0.49, test acc 0.4615
iter 1292, avg loss train 1.5890091548246315, test loss 1.5852580768375817, train acc 0.52, test acc 0.4582
iter 1293, avg loss train 1.5889835410881443, test loss 1.5769470584684186, train acc 0.515, test acc 0.4479
iter 1294, avg loss train 1.588959554251748, test loss 1.6034388488633897, train acc 0.49, test acc 0.4479
iter 1295, avg loss train 1.5888544904835349, test loss 1.5941601468800704, train acc 0.54, test acc 0.4632
iter 1296, avg loss train 1.5886996793041928, test loss 1.6391217158259503, train acc 0.47, test acc 0.43
iter 1297, avg loss train 1.5885969207618396, test loss 1.5306522207542173, train acc 0.495, test acc 0.4681
iter 1298, avg loss train 1.5884419800498317, test loss 1.5312970919939515, train acc 0.51, test acc 0.4682
iter 1299, avg loss train 1.5881973462384071, test loss 1.5024178358368754, train acc 0.57, test acc 0.4777
iter 1300, avg loss train 1.5880472812489266, test loss 1.5592769709794967, train acc 0.51, test acc 0.4626
iter 1301, avg loss train 1.5879625018627197, test loss 1.5449339832789601, train acc 0.475, test acc 0.4683
iter 1302, avg loss train 1.5879484688391303, test loss 1.5925258622871272, train acc 0.43, test acc 0.45
iter 1303, avg loss train 1.587972154817322, test loss 1.6064410240532774, train acc 0.435, test acc 0.4298
iter 1304, avg loss train 1.5877907503050501, test loss 1.5348326557855025, train acc 0.505, test acc 0.4648
iter 1305, avg loss train 1.5876913254407683, test loss 1.4965563781062146, train acc 0.485, test acc 0.4844
iter 1306, avg loss train 1.5876239886050034, test loss 1.5835702883084073, train acc 0.45, test acc 0.4501
iter 1307, avg loss train 1.5875965292034773, test loss 1.5942443528381043, train acc 0.475, test acc 0.4558
iter 1308, avg loss train 1.5875435278502465, test loss 1.6564192360866818, train acc 0.43, test acc 0.4352
iter 1309, avg loss train 1.5874271275910916, test loss 1.7216459228071366, train acc 0.535, test acc 0.4302
iter 1310, avg loss train 1.5874026256366833, test loss 1.564466152052423, train acc 0.45, test acc 0.461
iter 1311, avg loss train 1.5873341217848231, test loss 1.612353119990802, train acc 0.5, test acc 0.4439
iter 1312, avg loss train 1.587189845062694, test loss 1.487657812197367, train acc 0.475, test acc 0.4741
iter 1313, avg loss train 1.587065846308579, test loss 1.5846812437455249, train acc 0.475, test acc 0.4541
iter 1314, avg loss train 1.5868879662414026, test loss 1.679210079153831, train acc 0.505, test acc 0.4199
iter 1315, avg loss train 1.5868214855107388, test loss 1.6343859622705397, train acc 0.47, test acc 0.4447
iter 1316, avg loss train 1.5868771251373908, test loss 1.6275389671355944, train acc 0.455, test acc 0.4433
iter 1317, avg loss train 1.586921338231092, test loss 1.579216370676284, train acc 0.425, test acc 0.441
iter 1318, avg loss train 1.5867719402061058, test loss 1.5243721928973328, train acc 0.51, test acc 0.465
iter 1319, avg loss train 1.5865600112828966, test loss 1.5285491894582808, train acc 0.53, test acc 0.4583
iter 1320, avg loss train 1.5864029863505356, test loss 1.669350782384926, train acc 0.53, test acc 0.4414
iter 1321, avg loss train 1.586388030984668, test loss 1.611448146015097, train acc 0.425, test acc 0.4487
iter 1322, avg loss train 1.5863330161787836, test loss 1.5288831474334312, train acc 0.455, test acc 0.4732
iter 1323, avg loss train 1.5861900857454492, test loss 1.577303187547129, train acc 0.54, test acc 0.4549
iter 1324, avg loss train 1.5860544799195373, test loss 1.6134961571218451, train acc 0.51, test acc 0.4384
iter 1325, avg loss train 1.5859892180230142, test loss 1.6642467148017148, train acc 0.48, test acc 0.4359
iter 1326, avg loss train 1.5858220961165554, test loss 1.581369270030687, train acc 0.47, test acc 0.46
iter 1327, avg loss train 1.5857161010353134, test loss 1.5635837454274903, train acc 0.475, test acc 0.4572
iter 1328, avg loss train 1.5856854545035781, test loss 1.505434291963236, train acc 0.525, test acc 0.4765
iter 1329, avg loss train 1.585481399806793, test loss 1.5082737602469143, train acc 0.48, test acc 0.4758
iter 1330, avg loss train 1.5853358984251205, test loss 1.5762992404845868, train acc 0.5, test acc 0.4539
iter 1331, avg loss train 1.585113383316501, test loss 1.573784520653834, train acc 0.515, test acc 0.468
iter 1332, avg loss train 1.5849735117932664, test loss 1.5314564977625542, train acc 0.515, test acc 0.4615
iter 1333, avg loss train 1.584831899461149, test loss 1.5030770125603194, train acc 0.495, test acc 0.4742
iter 1334, avg loss train 1.5846439567202897, test loss 1.4987226593141063, train acc 0.54, test acc 0.4704
iter 1335, avg loss train 1.5844547299544842, test loss 1.4758633069939155, train acc 0.49, test acc 0.4851
iter 1336, avg loss train 1.58434220595959, test loss 1.4766741345008192, train acc 0.485, test acc 0.4839
iter 1337, avg loss train 1.5841111543154172, test loss 1.4816377177083713, train acc 0.545, test acc 0.4796
iter 1338, avg loss train 1.5838692503635428, test loss 1.4898433404150768, train acc 0.575, test acc 0.4848
iter 1339, avg loss train 1.583765062440705, test loss 1.5152541575912393, train acc 0.52, test acc 0.4715
iter 1340, avg loss train 1.5836770972463587, test loss 1.5193684817738995, train acc 0.505, test acc 0.4684
iter 1341, avg loss train 1.5836167782773758, test loss 1.60099235205156, train acc 0.475, test acc 0.4643
iter 1342, avg loss train 1.5834771404353596, test loss 1.5661390415162706, train acc 0.505, test acc 0.4518
iter 1343, avg loss train 1.5833537523886483, test loss 1.573567602461365, train acc 0.52, test acc 0.4572
iter 1344, avg loss train 1.5832730140247704, test loss 1.576657097895699, train acc 0.485, test acc 0.4551
iter 1345, avg loss train 1.5830709903486209, test loss 1.5383526403051786, train acc 0.575, test acc 0.4658
iter 1346, avg loss train 1.5829130031154761, test loss 1.4867392384667577, train acc 0.5, test acc 0.4783
iter 1347, avg loss train 1.5827709808880062, test loss 1.5833057311120449, train acc 0.49, test acc 0.4413
iter 1348, avg loss train 1.582552520032632, test loss 1.567040215045825, train acc 0.51, test acc 0.4596
iter 1349, avg loss train 1.5824833749413272, test loss 1.5952932075642174, train acc 0.5, test acc 0.4533
iter 1350, avg loss train 1.5825509495167598, test loss 1.630498304043876, train acc 0.44, test acc 0.4565
iter 1351, avg loss train 1.5825623201772, test loss 1.5724856858721699, train acc 0.475, test acc 0.4461
iter 1352, avg loss train 1.5824843431366957, test loss 1.5828209416573227, train acc 0.475, test acc 0.461
iter 1353, avg loss train 1.5823984644245213, test loss 1.605621190202435, train acc 0.52, test acc 0.4443
iter 1354, avg loss train 1.582265758269259, test loss 1.5819994485506823, train acc 0.47, test acc 0.4582
iter 1355, avg loss train 1.5822718511905418, test loss 1.6225690246822557, train acc 0.46, test acc 0.4487
iter 1356, avg loss train 1.582176620215896, test loss 1.5093224970704602, train acc 0.53, test acc 0.4762
iter 1357, avg loss train 1.5821144132921034, test loss 1.4887332712229624, train acc 0.525, test acc 0.4818
iter 1358, avg loss train 1.5819831860151778, test loss 1.5707034462133003, train acc 0.51, test acc 0.4516
iter 1359, avg loss train 1.5819888155096575, test loss 1.494640997130667, train acc 0.42, test acc 0.474
iter 1360, avg loss train 1.5818446433306494, test loss 1.7478157921649582, train acc 0.535, test acc 0.4086
iter 1361, avg loss train 1.5819698447520063, test loss 1.8290378095418538, train acc 0.435, test acc 0.4115
iter 1362, avg loss train 1.5821890514741506, test loss 1.7624377950485797, train acc 0.4, test acc 0.4142
iter 1363, avg loss train 1.5823563796378224, test loss 1.77198885888154, train acc 0.47, test acc 0.4126
iter 1364, avg loss train 1.5825274167605574, test loss 1.8792339518858905, train acc 0.355, test acc 0.3982
iter 1365, avg loss train 1.582792787391248, test loss 1.8902188347780127, train acc 0.385, test acc 0.3927
iter 1366, avg loss train 1.5830983515631571, test loss 1.588395689067115, train acc 0.41, test acc 0.4369
iter 1367, avg loss train 1.5830598836809886, test loss 1.5265186753565947, train acc 0.475, test acc 0.4657
iter 1368, avg loss train 1.5829581246746727, test loss 1.4911882424156175, train acc 0.52, test acc 0.4798
iter 1369, avg loss train 1.582910589375595, test loss 1.4895152089097519, train acc 0.52, test acc 0.4778
iter 1370, avg loss train 1.5828111921696957, test loss 1.5171168139125708, train acc 0.515, test acc 0.4658
iter 1371, avg loss train 1.5826686683842548, test loss 1.5287756440811358, train acc 0.5, test acc 0.4628
iter 1372, avg loss train 1.5824967009054556, test loss 1.5475821129262832, train acc 0.515, test acc 0.4649
iter 1373, avg loss train 1.5824456101222655, test loss 1.4899617476602023, train acc 0.49, test acc 0.4819
iter 1374, avg loss train 1.5823017633475052, test loss 1.5214850039248662, train acc 0.49, test acc 0.4755
iter 1375, avg loss train 1.5822087288668911, test loss 1.5786779810005316, train acc 0.49, test acc 0.4576
iter 1376, avg loss train 1.582189632737697, test loss 1.664647514330832, train acc 0.46, test acc 0.4193
iter 1377, avg loss train 1.582152785339539, test loss 1.602433516900508, train acc 0.475, test acc 0.4509
iter 1378, avg loss train 1.5822215938252349, test loss 1.5192650752447834, train acc 0.46, test acc 0.464
iter 1379, avg loss train 1.5820064727123915, test loss 1.4772517950925126, train acc 0.535, test acc 0.4813
iter 1380, avg loss train 1.5819274223721234, test loss 1.6360087414748163, train acc 0.49, test acc 0.4294
iter 1381, avg loss train 1.5818519782845202, test loss 1.5271202997696267, train acc 0.48, test acc 0.4587
iter 1382, avg loss train 1.5817662589725856, test loss 1.5156922362544563, train acc 0.51, test acc 0.4726
iter 1383, avg loss train 1.5816462912796507, test loss 1.5532894664488808, train acc 0.48, test acc 0.4547
iter 1384, avg loss train 1.5815344042538866, test loss 1.6202465989921278, train acc 0.505, test acc 0.4451
iter 1385, avg loss train 1.581338371390849, test loss 1.558240798484522, train acc 0.555, test acc 0.4592
iter 1386, avg loss train 1.581407631914405, test loss 1.652807472005592, train acc 0.47, test acc 0.4365
